clip,seizure,early
Patient_2_test_segment_68.mat,0.006,0.006
Patient_2_test_segment_680.mat,0.794,0.03075
Patient_2_test_segment_681.mat,0.0005,0.0005
Patient_2_test_segment_682.mat,0.00125,0.00125
Patient_2_test_segment_683.mat,0.0035,0.0035
Patient_2_test_segment_684.mat,0.01925,0.018
Patient_2_test_segment_685.mat,0.075,0.05425
Patient_2_test_segment_686.mat,0.0005,0.0005
Patient_2_test_segment_687.mat,0,0
Patient_2_test_segment_688.mat,0.004,0.004
Patient_2_test_segment_689.mat,0.001,0.001
Patient_2_test_segment_69.mat,0.002,0.002
Patient_2_test_segment_690.mat,0.001,0.001
Patient_2_test_segment_691.mat,0.0035,0.0035
Patient_2_test_segment_692.mat,0,0
Patient_2_test_segment_693.mat,0.001,0.001
Patient_2_test_segment_694.mat,0.00275,0.00275
Patient_2_test_segment_695.mat,0.00075,0.00075
Patient_2_test_segment_696.mat,0.004,0.004
Patient_2_test_segment_697.mat,0.03675,0.03475
Patient_2_test_segment_698.mat,0,0
Patient_2_test_segment_699.mat,0.01025,0.0095
Patient_2_test_segment_7.mat,0.001,0.001
Patient_2_test_segment_70.mat,0.015,0.0135
Patient_2_test_segment_700.mat,0,0
Patient_2_test_segment_701.mat,0.0005,0.00025
Patient_2_test_segment_702.mat,0.0005,0.0005
Patient_2_test_segment_703.mat,0.01075,0.0075
Patient_2_test_segment_704.mat,0.00225,0.00225
Patient_2_test_segment_705.mat,0.00375,0.00375
Patient_2_test_segment_706.mat,0.007,0.007
Patient_2_test_segment_707.mat,0.0125,0.011
Patient_2_test_segment_708.mat,0.003,0.003
Patient_2_test_segment_709.mat,0.0175,0.017
Patient_2_test_segment_71.mat,0.764,0.021
Patient_2_test_segment_710.mat,0.03,0.02975
Patient_2_test_segment_711.mat,0.00025,0.00025
Patient_2_test_segment_712.mat,0.45275,0.3165
Patient_2_test_segment_713.mat,0.00625,0.00625
Patient_2_test_segment_714.mat,0.00375,0.00375
Patient_2_test_segment_715.mat,0.001,0.001
Patient_2_test_segment_716.mat,0,0
Patient_2_test_segment_717.mat,0.001,0.001
Patient_2_test_segment_718.mat,0.00275,0.00275
Patient_2_test_segment_719.mat,0.00975,0.00775
Patient_2_test_segment_72.mat,0.0005,0.0005
Patient_2_test_segment_720.mat,0,0
Patient_2_test_segment_721.mat,0.00125,0.00125
Patient_2_test_segment_722.mat,0.7305,0.024
Patient_2_test_segment_723.mat,0.001,0.001
Patient_2_test_segment_724.mat,0.732,0.027
Patient_2_test_segment_725.mat,0.0015,0.0015
Patient_2_test_segment_726.mat,0.0025,0.0025
Patient_2_test_segment_727.mat,0,0
Patient_2_test_segment_728.mat,0.00125,0.00125
Patient_2_test_segment_729.mat,0.00075,0.00075
Patient_2_test_segment_73.mat,0.00025,0
Patient_2_test_segment_730.mat,0.00025,0.00025
Patient_2_test_segment_731.mat,0.08125,0.041
Patient_2_test_segment_732.mat,0.00575,0.00575
Patient_2_test_segment_733.mat,0.0045,0.0045
Patient_2_test_segment_734.mat,0.01325,0.01175
Patient_2_test_segment_735.mat,0.0035,0.0035
Patient_2_test_segment_736.mat,0.00075,0.00075
Patient_2_test_segment_737.mat,0.0035,0.0035
Patient_2_test_segment_738.mat,0.00225,0.00225
Patient_2_test_segment_739.mat,0,0
Patient_2_test_segment_74.mat,0.019,0.0185
Patient_2_test_segment_740.mat,0.003,0.003
Patient_2_test_segment_741.mat,0.00725,0.006
Patient_2_test_segment_742.mat,0.00025,0.00025
Patient_2_test_segment_743.mat,0.0055,0.0055
Patient_2_test_segment_744.mat,0.0015,0.0015
Patient_2_test_segment_745.mat,0.003,0.003
Patient_2_test_segment_746.mat,0.74375,0.0525
Patient_2_test_segment_747.mat,0.001,0.001
Patient_2_test_segment_748.mat,0.00325,0.003
Patient_2_test_segment_749.mat,0.00175,0.00175
Patient_2_test_segment_75.mat,0.00225,0.00225
Patient_2_test_segment_750.mat,0,0
Patient_2_test_segment_751.mat,0.00775,0.0065
Patient_2_test_segment_752.mat,0.00025,0.00025
Patient_2_test_segment_753.mat,0,0
Patient_2_test_segment_754.mat,0,0
Patient_2_test_segment_755.mat,0.001,0.001
Patient_2_test_segment_756.mat,0.01475,0.01425
Patient_2_test_segment_757.mat,0.001,0.001
Patient_2_test_segment_758.mat,0,0
Patient_2_test_segment_759.mat,0.00425,0.00425
Patient_2_test_segment_76.mat,0.0015,0.00125
Patient_2_test_segment_760.mat,0,0
Patient_2_test_segment_761.mat,0.012,0.012
Patient_2_test_segment_762.mat,0,0
Patient_2_test_segment_763.mat,0.5255,0.448
Patient_2_test_segment_764.mat,0.0005,0.0005
Patient_2_test_segment_765.mat,0.7295,0.16525
Patient_2_test_segment_766.mat,0.0055,0.0055
Patient_2_test_segment_767.mat,0.00225,0.00225
Patient_2_test_segment_768.mat,0,0
Patient_2_test_segment_769.mat,0.00225,0.00225
Patient_2_test_segment_77.mat,0.00325,0.00325
Patient_2_test_segment_770.mat,0,0
Patient_2_test_segment_771.mat,0.7485,0.02125
Patient_2_test_segment_772.mat,0.00375,0.00375
Patient_2_test_segment_773.mat,0,0
Patient_2_test_segment_774.mat,0.00075,0.00075
Patient_2_test_segment_775.mat,0.00175,0.00025
Patient_2_test_segment_776.mat,0.00525,0.00525
Patient_2_test_segment_777.mat,0.00075,0.00075
Patient_2_test_segment_778.mat,0,0
Patient_2_test_segment_779.mat,0.00275,0.00275
Patient_2_test_segment_78.mat,0,0
Patient_2_test_segment_780.mat,0.018,0.01725
Patient_2_test_segment_781.mat,0,0
Patient_2_test_segment_782.mat,0.76775,0.048
Patient_2_test_segment_783.mat,0.00125,0.00125
Patient_2_test_segment_784.mat,0.002,0.002
Patient_2_test_segment_785.mat,0.01225,0.0115
Patient_2_test_segment_786.mat,0.01525,0.01525
Patient_2_test_segment_787.mat,0.00725,0.007
Patient_2_test_segment_788.mat,0.001,0.001
Patient_2_test_segment_789.mat,0.00475,0.00475
Patient_2_test_segment_79.mat,0.0005,0.0005
Patient_2_test_segment_790.mat,0.00075,0.00075
Patient_2_test_segment_791.mat,0.00075,0.00075
Patient_2_test_segment_792.mat,0.00875,0.00675
Patient_2_test_segment_793.mat,0.007,0.007
Patient_2_test_segment_794.mat,0.00025,0.00025
Patient_2_test_segment_795.mat,0,0
Patient_2_test_segment_796.mat,0.3505,0.04025
Patient_2_test_segment_797.mat,0.00425,0.00325
Patient_2_test_segment_798.mat,0,0
Patient_2_test_segment_799.mat,0.02325,0.02275
Patient_2_test_segment_8.mat,0,0
Patient_2_test_segment_80.mat,0.2445,0.1345
Patient_2_test_segment_800.mat,0.01625,0.01625
Patient_2_test_segment_801.mat,0,0
Patient_2_test_segment_802.mat,0.01425,0.01225
Patient_2_test_segment_803.mat,0.00075,0.00075
Patient_2_test_segment_804.mat,0.003,0.003
Patient_2_test_segment_805.mat,0.0005,0.0005
Patient_2_test_segment_806.mat,0.0115,0.01125
Patient_2_test_segment_807.mat,0.0005,0.0005
Patient_2_test_segment_808.mat,0.00425,0.00425
Patient_2_test_segment_809.mat,0.01225,0.01075
Patient_2_test_segment_81.mat,0.00775,0.0065
Patient_2_test_segment_810.mat,0.01075,0.01
Patient_2_test_segment_811.mat,0.7615,0.62825
Patient_2_test_segment_812.mat,0.00025,0.00025
Patient_2_test_segment_813.mat,0.2355,0.10825
Patient_2_test_segment_814.mat,0.004,0.004
Patient_2_test_segment_815.mat,0.018,0.0175
Patient_2_test_segment_816.mat,0.0005,0.0005
Patient_2_test_segment_817.mat,0.001,0
Patient_2_test_segment_818.mat,0.014,0.014
Patient_2_test_segment_819.mat,0.01225,0.0115
Patient_2_test_segment_82.mat,0.01525,0.015
Patient_2_test_segment_820.mat,0,0
Patient_2_test_segment_821.mat,0.00325,0.00325
Patient_2_test_segment_822.mat,0.44975,0.2035
Patient_2_test_segment_823.mat,0.04225,0.028
Patient_2_test_segment_824.mat,0.024,0.02375
Patient_2_test_segment_825.mat,0.00475,0.00475
Patient_2_test_segment_826.mat,0.02175,0.02125
Patient_2_test_segment_827.mat,0.0005,0.0005
Patient_2_test_segment_828.mat,0.002,0.0015
Patient_2_test_segment_829.mat,0.00025,0.00025
Patient_2_test_segment_83.mat,0.005,0.005
Patient_2_test_segment_830.mat,0.0175,0.01425
Patient_2_test_segment_831.mat,0.0005,0.0005
Patient_2_test_segment_832.mat,0.00225,0.00225
Patient_2_test_segment_833.mat,0.0035,0.0035
Patient_2_test_segment_834.mat,0.00875,0.00875
Patient_2_test_segment_835.mat,0.00675,0.00675
Patient_2_test_segment_836.mat,0,0
Patient_2_test_segment_837.mat,0.0015,0.0015
Patient_2_test_segment_838.mat,0.70225,0.443
Patient_2_test_segment_839.mat,0.00075,0.00075
Patient_2_test_segment_84.mat,0.0115,0.0105
Patient_2_test_segment_840.mat,0.001,0.001
Patient_2_test_segment_841.mat,0.011,0.008
Patient_2_test_segment_842.mat,0.00025,0.00025
Patient_2_test_segment_843.mat,0.40025,0.31825
Patient_2_test_segment_844.mat,0.005,0.005
Patient_2_test_segment_845.mat,0.00625,0.00625
Patient_2_test_segment_846.mat,0.7465,0.68
Patient_2_test_segment_847.mat,0.02075,0.02025
Patient_2_test_segment_848.mat,0,0
Patient_2_test_segment_849.mat,0.00525,0.00525
Patient_2_test_segment_85.mat,0.00025,0
Patient_2_test_segment_850.mat,0,0
Patient_2_test_segment_851.mat,0.013,0.012
Patient_2_test_segment_852.mat,0,0
Patient_2_test_segment_853.mat,0.00325,0.00325
Patient_2_test_segment_854.mat,0.01275,0.0125
Patient_2_test_segment_855.mat,0.70875,0.04275
Patient_2_test_segment_856.mat,0.004,0.004
Patient_2_test_segment_857.mat,0.0035,0.0035
Patient_2_test_segment_858.mat,0.81325,0.72975
Patient_2_test_segment_859.mat,0.0085,0.0085
Patient_2_test_segment_86.mat,0.00125,0.00125
Patient_2_test_segment_860.mat,0.85725,0.784
Patient_2_test_segment_861.mat,0.03725,0.03075
Patient_2_test_segment_862.mat,0.00325,0.00325
Patient_2_test_segment_863.mat,0.001,0.001
Patient_2_test_segment_864.mat,0.01025,0.01025
Patient_2_test_segment_865.mat,0.00025,0.00025
Patient_2_test_segment_866.mat,0.00625,0.00625
Patient_2_test_segment_867.mat,0.00725,0.006
Patient_2_test_segment_868.mat,0.0175,0.0155
Patient_2_test_segment_869.mat,0,0
Patient_2_test_segment_87.mat,0,0
Patient_2_test_segment_870.mat,0.00025,0.00025
Patient_2_test_segment_871.mat,0.00625,0.00625
Patient_2_test_segment_872.mat,0.6505,0.07075
Patient_2_test_segment_873.mat,0,0
Patient_2_test_segment_874.mat,0.00575,0.00575
Patient_2_test_segment_875.mat,0.005,0.005
Patient_2_test_segment_876.mat,0.002,0.002
Patient_2_test_segment_877.mat,0.00775,0.0075
Patient_2_test_segment_878.mat,0.00125,0.00125
Patient_2_test_segment_879.mat,0.0035,0.0035
Patient_2_test_segment_88.mat,0.53575,0.47475
Patient_2_test_segment_880.mat,0.002,0.001
Patient_2_test_segment_881.mat,0.00025,0.00025
Patient_2_test_segment_882.mat,0.00875,0.00875
Patient_2_test_segment_883.mat,0,0
Patient_2_test_segment_884.mat,0.00175,0.00175
Patient_2_test_segment_885.mat,0.00125,0.00125
Patient_2_test_segment_886.mat,0.002,0.002
Patient_2_test_segment_887.mat,0.001,0
Patient_2_test_segment_888.mat,0.00025,0.00025
Patient_2_test_segment_889.mat,0.00275,0.00275
Patient_2_test_segment_89.mat,0.001,0.001
Patient_2_test_segment_890.mat,0,0
Patient_2_test_segment_891.mat,0.01925,0.019
Patient_2_test_segment_892.mat,0.00225,0.0005
Patient_2_test_segment_893.mat,0.00675,0.00675
Patient_2_test_segment_894.mat,0,0
Patient_2_test_segment_895.mat,0.01175,0.01025
Patient_2_test_segment_896.mat,0.00275,0.00275
Patient_2_test_segment_897.mat,0.011,0.00975
Patient_2_test_segment_898.mat,0,0
Patient_2_test_segment_899.mat,0.007,0.00625
Patient_2_test_segment_9.mat,0.00325,0.00325
Patient_2_test_segment_90.mat,0.1305,0.11525
Patient_2_test_segment_900.mat,0.007,0.00625
Patient_2_test_segment_901.mat,0.0025,0.0025
Patient_2_test_segment_902.mat,0,0
Patient_2_test_segment_903.mat,0.8405,0.8
Patient_2_test_segment_904.mat,0.00075,0.00075
Patient_2_test_segment_905.mat,0.0045,0.0045
Patient_2_test_segment_906.mat,0.001,0.001
Patient_2_test_segment_907.mat,0.816,0.75925
Patient_2_test_segment_908.mat,0.29575,0.23875
Patient_2_test_segment_909.mat,0.003,0.002
Patient_2_test_segment_91.mat,0.00325,0.00325
Patient_2_test_segment_910.mat,0.00575,0.00575
Patient_2_test_segment_911.mat,0.00325,0.00325
Patient_2_test_segment_912.mat,0.0015,0.0015
Patient_2_test_segment_913.mat,0,0
Patient_2_test_segment_914.mat,0,0
Patient_2_test_segment_915.mat,0.178,0.16375
Patient_2_test_segment_916.mat,0.028,0.028
Patient_2_test_segment_917.mat,0.2125,0.1925
Patient_2_test_segment_918.mat,0.00625,0.00625
Patient_2_test_segment_919.mat,0.422,0.0225
Patient_2_test_segment_92.mat,0.00225,0.00225
Patient_2_test_segment_920.mat,0.03275,0.02875
Patient_2_test_segment_921.mat,0.82575,0.77425
Patient_2_test_segment_922.mat,0.02225,0.02125
Patient_2_test_segment_923.mat,0.00425,0.002
Patient_2_test_segment_924.mat,0.00175,0.00175
Patient_2_test_segment_925.mat,0.04,0.0335
Patient_2_test_segment_926.mat,0.00875,0.008
Patient_2_test_segment_927.mat,0.00975,0.0095
Patient_2_test_segment_928.mat,0.00275,0.00275
Patient_2_test_segment_929.mat,0,0
Patient_2_test_segment_93.mat,0.0085,0.0085
Patient_2_test_segment_930.mat,0.0065,0.0065
Patient_2_test_segment_931.mat,0.00125,0.00125
Patient_2_test_segment_932.mat,0,0
Patient_2_test_segment_933.mat,0.0005,0.0005
Patient_2_test_segment_934.mat,0.0035,0.0035
Patient_2_test_segment_935.mat,0.003,0.003
Patient_2_test_segment_936.mat,0.00075,0.00075
Patient_2_test_segment_937.mat,0.0025,0.0025
Patient_2_test_segment_938.mat,0.0015,0.0015
Patient_2_test_segment_939.mat,0.00375,0.00375
Patient_2_test_segment_94.mat,0.00025,0.00025
Patient_2_test_segment_940.mat,0.0005,0.0005
Patient_2_test_segment_941.mat,0.01225,0.0115
Patient_2_test_segment_942.mat,0.0015,0.0005
Patient_2_test_segment_943.mat,0.00225,0.001
Patient_2_test_segment_944.mat,0.00225,0.00225
Patient_2_test_segment_945.mat,0.736,0.26725
Patient_2_test_segment_946.mat,0.00225,0.00225
Patient_2_test_segment_947.mat,0.00525,0.00525
Patient_2_test_segment_948.mat,0,0
Patient_2_test_segment_949.mat,0.195,0.1105
Patient_2_test_segment_95.mat,0.00125,0.00125
Patient_2_test_segment_950.mat,0.2755,0.26375
Patient_2_test_segment_951.mat,0.00125,0.00125
Patient_2_test_segment_952.mat,0.00725,0.00725
Patient_2_test_segment_953.mat,0.0015,0.0015
Patient_2_test_segment_954.mat,0.0005,0.0005
Patient_2_test_segment_955.mat,0.00125,0.00125
Patient_2_test_segment_956.mat,0.00325,0.001
Patient_2_test_segment_957.mat,0,0
Patient_2_test_segment_958.mat,0.0135,0.0125
Patient_2_test_segment_959.mat,0,0
Patient_2_test_segment_96.mat,0.67875,0.05075
Patient_2_test_segment_960.mat,0.00075,0.00075
Patient_2_test_segment_961.mat,0.003,0.003
Patient_2_test_segment_962.mat,0.00025,0.00025
Patient_2_test_segment_963.mat,0.00025,0.00025
Patient_2_test_segment_964.mat,0.0085,0.0075
Patient_2_test_segment_965.mat,0.00225,0.00225
Patient_2_test_segment_966.mat,0.0105,0.0095
Patient_2_test_segment_967.mat,0.01075,0.0095
Patient_2_test_segment_968.mat,0.00225,0.00225
Patient_2_test_segment_969.mat,0.016,0.01525
Patient_2_test_segment_97.mat,0,0
Patient_2_test_segment_970.mat,0.0065,0.0065
Patient_2_test_segment_971.mat,0,0
Patient_2_test_segment_972.mat,0.00925,0.0075
Patient_2_test_segment_973.mat,0.00175,0.00075
Patient_2_test_segment_974.mat,0.01375,0.0135
Patient_2_test_segment_975.mat,0.0005,0.0005
Patient_2_test_segment_976.mat,0.73225,0.02475
Patient_2_test_segment_977.mat,0.0135,0.0135
Patient_2_test_segment_978.mat,0.00275,0.00275
Patient_2_test_segment_979.mat,0.022,0.021
Patient_2_test_segment_98.mat,0.00225,0.00225
Patient_2_test_segment_980.mat,0,0
Patient_2_test_segment_981.mat,0.00725,0.00675
Patient_2_test_segment_982.mat,0,0
Patient_2_test_segment_983.mat,0.01875,0.01825
Patient_2_test_segment_984.mat,0,0
Patient_2_test_segment_985.mat,0.7555,0.0195
Patient_2_test_segment_986.mat,0.007,0.007
Patient_2_test_segment_987.mat,0.00175,0.00175
Patient_2_test_segment_988.mat,0.001,0.00075
Patient_2_test_segment_989.mat,0.00525,0.00525
Patient_2_test_segment_99.mat,0.00375,0.00375
Patient_2_test_segment_990.mat,0.66025,0.06225
Patient_2_test_segment_991.mat,0,0
Patient_2_test_segment_992.mat,0.00275,0.00275
Patient_2_test_segment_993.mat,0.0005,0.0005
Patient_2_test_segment_994.mat,0.00125,0.00125
Patient_2_test_segment_995.mat,0.001,0.00075
Patient_2_test_segment_996.mat,0,0
Patient_2_test_segment_997.mat,0.01075,0.00825
Patient_2_test_segment_998.mat,0.72075,0.02575
Patient_2_test_segment_999.mat,0.0155,0.01525
Patient_3_test_segment_1.mat,0.167,0.067
Patient_3_test_segment_10.mat,0.26875,0.15325
Patient_3_test_segment_100.mat,0.66275,0.24725
Patient_3_test_segment_1000.mat,0.4145,0.0845
Patient_3_test_segment_1001.mat,0.433,0.2135
Patient_3_test_segment_1002.mat,0.70025,0.344
Patient_3_test_segment_1003.mat,0.20775,0.0705
Patient_3_test_segment_1004.mat,0.7865,0.3125
Patient_3_test_segment_1005.mat,0.21325,0.1185
Patient_3_test_segment_1006.mat,0.54175,0.32025
Patient_3_test_segment_1007.mat,0.73225,0.37425
Patient_3_test_segment_1008.mat,0.14475,0.083
Patient_3_test_segment_1009.mat,0.66975,0.243
Patient_3_test_segment_101.mat,0.33125,0.21025
Patient_3_test_segment_1010.mat,0.08225,0.03575
Patient_3_test_segment_1011.mat,0.67025,0.38875
Patient_3_test_segment_1012.mat,0.28375,0.10075
Patient_3_test_segment_1013.mat,0.0615,0.01975
Patient_3_test_segment_1014.mat,0.25275,0.113
Patient_3_test_segment_1015.mat,0.219,0.09475
Patient_3_test_segment_1016.mat,0.088,0.01725
Patient_3_test_segment_1017.mat,0.7525,0.3155
Patient_3_test_segment_1018.mat,0.36075,0.075
Patient_3_test_segment_1019.mat,0.23325,0.101
Patient_3_test_segment_102.mat,0.109,0.04875
Patient_3_test_segment_1020.mat,0.222,0.10725
Patient_3_test_segment_1021.mat,0.31,0.192
Patient_3_test_segment_1022.mat,0.189,0.05275
Patient_3_test_segment_1023.mat,0.213,0.11475
Patient_3_test_segment_1024.mat,0.0495,0.019
Patient_3_test_segment_1025.mat,0.185,0.0515
Patient_3_test_segment_1026.mat,0.782,0.305
Patient_3_test_segment_1027.mat,0.3075,0.07575
Patient_3_test_segment_1028.mat,0.11,0.0395
Patient_3_test_segment_1029.mat,0.25575,0.0975
Patient_3_test_segment_103.mat,0.64025,0.3815
Patient_3_test_segment_1030.mat,0.374,0.0725
Patient_3_test_segment_1031.mat,0.5235,0.1345
Patient_3_test_segment_1032.mat,0.3455,0.10875
Patient_3_test_segment_1033.mat,0.7715,0.50525
Patient_3_test_segment_1034.mat,0.70875,0.21775
Patient_3_test_segment_1035.mat,0.62375,0.08875
Patient_3_test_segment_1036.mat,0.17975,0.0845
Patient_3_test_segment_1037.mat,0.54675,0.21375
Patient_3_test_segment_1038.mat,0.15375,0.08825
Patient_3_test_segment_1039.mat,0.14175,0.05775
Patient_3_test_segment_104.mat,0.3885,0.05425
Patient_3_test_segment_1040.mat,0.48975,0.1175
Patient_3_test_segment_1041.mat,0.6735,0.36725
Patient_3_test_segment_1042.mat,0.63475,0.371
Patient_3_test_segment_1043.mat,0.26125,0.1385
Patient_3_test_segment_1044.mat,0.2685,0.10575
Patient_3_test_segment_1045.mat,0.363,0.093
Patient_3_test_segment_1046.mat,0.24475,0.08325
Patient_3_test_segment_1047.mat,0.19825,0.1005
Patient_3_test_segment_1048.mat,0.166,0.064
Patient_3_test_segment_1049.mat,0.54575,0.164
Patient_3_test_segment_105.mat,0.223,0.11625
Patient_3_test_segment_1050.mat,0.61025,0.20825
Patient_3_test_segment_1051.mat,0.45,0.21675
Patient_3_test_segment_1052.mat,0.746,0.24525
Patient_3_test_segment_1053.mat,0.192,0.059
Patient_3_test_segment_1054.mat,0.16975,0.085
Patient_3_test_segment_1055.mat,0.22125,0.091
Patient_3_test_segment_1056.mat,0.776,0.27975
Patient_3_test_segment_1057.mat,0.388,0.04925
Patient_3_test_segment_1058.mat,0.71425,0.3725
Patient_3_test_segment_1059.mat,0.078,0.0195
Patient_3_test_segment_106.mat,0.3595,0.1495
Patient_3_test_segment_1060.mat,0.332,0.20025
Patient_3_test_segment_1061.mat,0.55425,0.0975
Patient_3_test_segment_1062.mat,0.676,0.35
Patient_3_test_segment_1063.mat,0.653,0.35775
Patient_3_test_segment_1064.mat,0.62425,0.18425
Patient_3_test_segment_1065.mat,0.31275,0.12325
Patient_3_test_segment_1066.mat,0.07875,0.0225
Patient_3_test_segment_1067.mat,0.7305,0.40675
Patient_3_test_segment_1068.mat,0.74625,0.38825
Patient_3_test_segment_1069.mat,0.24225,0.12925
Patient_3_test_segment_107.mat,0.4275,0.10875
Patient_3_test_segment_1070.mat,0.22075,0.1045
Patient_3_test_segment_1071.mat,0.08375,0.03325
Patient_3_test_segment_1072.mat,0.14625,0.09
Patient_3_test_segment_1073.mat,0.30075,0.14975
Patient_3_test_segment_1074.mat,0.251,0.054
Patient_3_test_segment_1075.mat,0.795,0.388
Patient_3_test_segment_1076.mat,0.77325,0.37175
Patient_3_test_segment_1077.mat,0.19725,0.11075
Patient_3_test_segment_1078.mat,0.637,0.35075
Patient_3_test_segment_1079.mat,0.18825,0.08175
Patient_3_test_segment_108.mat,0.089,0.039
Patient_3_test_segment_1080.mat,0.11525,0.058
Patient_3_test_segment_1081.mat,0.22325,0.118
Patient_3_test_segment_1082.mat,0.68325,0.328
Patient_3_test_segment_1083.mat,0.3595,0.18675
Patient_3_test_segment_1084.mat,0.234,0.08175
Patient_3_test_segment_1085.mat,0.656,0.26275
Patient_3_test_segment_1086.mat,0.15525,0.0715
Patient_3_test_segment_1087.mat,0.1875,0.093
Patient_3_test_segment_1088.mat,0.33075,0.186
Patient_3_test_segment_1089.mat,0.60875,0.16725
Patient_3_test_segment_109.mat,0.2615,0.0575
Patient_3_test_segment_1090.mat,0.68,0.18925
